DODOBTC;0.1 DODO;0,0670200000;1 ETH IS 0,06702 BTC;0,10000;0,006702;TRUE
FRONTBTC;0.1 FRONT;0,0457900000;1 ETH IS 0,04579 BTC;0,10000;0,004579;TRUE
EASYBTC;0.01 EASY;0,0004257000;1 ETH IS 0,0004257 BTC;0,01000;0,000004257;
CAKEBTC;0.01 CAKE;0,0002960000;1 ETH IS 0,000296 BTC;0,01000;0,00000296;
ACMBTC;0.01 ACM;0,0001802000;1 ETH IS 0,0001802 BTC;0,01000;0,000001802;
AUCTIONBTC;0.01 AUCTION;0,0006212000;1 ETH IS 0,0006212 BTC;0,01000;0,000006212;
PHABTC;1 PHA;0,0000150000;1 ETH IS 0,000015 BTC;1 ;0,000015;
TVKBTC;1 TVK;0,0123800000;1 ETH IS 0,01238 BTC;1 ;0,01238;TRUE
BADGERBTC;0.01 BADGER;0,0007290000;1 ETH IS 0,000729 BTC;0,01000;0,00000729;
FISBTC;0.1 FIS;0,0622100000;1 ETH IS 0,06221 BTC;0,10000;0,006221;TRUE
OMBTC;1 OM;0,0000085400;1 ETH IS 0,00000854 BTC;1 ;0,00000854;
PONDBTC;1 POND;0,0000035900;1 ETH IS 0,00000359 BTC;1 ;0,00000359;
DEGOBTC;0.01 DEGO;0,0002872000;1 ETH IS 0,0002872 BTC;0,01000;0,000002872;
ALICEBTC;0.1 ALICE;0,0002479500;1 ETH IS 0,00024795 BTC;0,10000;0,000024795;
LINABTC;1 LINA;0,0000023500;1 ETH IS 0,00000235 BTC;1 ;0,00000235;
PERPBTC;0.01 PERP;0,0001674000;1 ETH IS 0,0001674 BTC;0,01000;0,000001674;
RAMPBTC;1 RAMP;0,0120700000;1 ETH IS 0,01207 BTC;1 ;0,01207;TRUE
SUPERBTC;0.1 SUPER;0,0536600000;1 ETH IS 0,05366 BTC;0,10000;0,005366;TRUE
CFXBTC;0.1 CFX;0,0197600000;1 ETH IS 0,01976 BTC;0,10000;0,001976;TRUE
EPSBTC;0.1 EPS;0,0001267700;1 ETH IS 0,00012677 BTC;0,10000;0,000012677;
AUTOBTC;0.0001 AUTO;0,0809300000;1 ETH IS 0,08093 BTC;0,00010;0,000008093;
